movie_key,tmdb_id,imdb_id,wikidata_qid,original_title,runtime_minutes,original_language,overview,poster_path,homepage,tagline,status,tmdb_popularity,tmdb_vote_average,tmdb_vote_count
mov_tmdb_43347,43347,tt0758752,Q733722,Love & Other Drugs,112,en,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",/wZLM2uKJRYNchLmiCIjosX0rXy8.jpg,,Addicted to one-night stands or dependent on one another?,Released,8.7441,7.044,5636
mov_tmdb_44560,44560,tt1393746,Q389303,唐山大地震,135,zh,"Tangshan, 1976. Two seven-year-old twins are buried under the rubble of the deadliest earthquake of the 20th century. The rescue team explains to their mother that freeing either child will almost certainly result in the death of the other. Forced to make the most difficult decision of her life, she finally chooses to save her son. Though left behind as dead, the little girl miraculously survives, unbeknownst to her brother and mother.",/3NOlToQwBfecoTXtYzQmxwM4ID7.jpg,,"23 seconds, 32 years.",Released,1.4872,7.158,201
mov_tmdb_37821,37821,tt1103153,Q1165208,Killers,100,en,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",/9VB8vGV4Aznf6GUc9C7a1EzGHLz.jpg,,Perfect wife. Perfect target.,Released,3.8788,5.951,2321
mov_tmdb_23483,23483,tt1250777,Q2201,Kick-Ass,118,en,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",/iHMbrTHJwocsNvo5murCBw0CwTo.jpg,,Shut up. Kick-ass.,Released,11.0163,7.123,12439
mov_tmdb_22972,22972,tt0947810,Q632328,Green Zone,115,en,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",/czFIaeukSxNEccysQeys1PCkuOG.jpg,http://www.greenzonemovie.com/,Chief Warrant Officer Roy Miller is done following orders,Released,2.5632,6.5,2391
mov_tmdb_52077,52077,tt1528313,Q250447,Rien à déclarer,108,fr,"During the elimination of the Belgian/French border in the 90s, a Belgian customs officer is forced to team up with one of his French counterparts.",/vqJmmfVavVX9F9De3LQLDlGPc6D.jpg,,,Released,2.1111,5.88,1182
mov_tmdb_35019,35019,tt1415283,Q785249,Nanny McPhee and the Big Bang,109,en,"Nanny McPhee appears at the door of a harried young mother who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",/9cgHfgBXVZmVR63AhwJ82R1kAFS.jpg,http://www.nannymcphee.co.uk/,"The magic's back, warts and all.",Released,6.491,6.323,1961
mov_tmdb_32823,32823,tt1226229,Q940139,Get Him to the Greek,109,en,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",/6g0li87w8LIK77QRUtOkQkM6bD7.jpg,,Aaron Green has 72 hours to get a rock star from London to L.A. Pray for him.,Released,2.4907,5.966,1955
mov_tmdb_42297,42297,tt1126591,Q749102,Burlesque,119,en,"Ali leaves behind a troubled life and follows her dreams to Los Angeles, where she lands a job as a cocktail waitress at the Burlesque Lounge, a once-majestic theater that houses an inspired musical revue. Vowing to perform there, she makes the leap from bar to stage, helping restore the club's former glory.",/3U9zBIibERQZqYKM3N1a4MYgBsN.jpg,http://www.burlesquethemovie.com/,It takes a legend... to make a star,Released,3.0886,7.2,2383
mov_tmdb_35690,35690,tt1294226,Q900362,The Last Song,107,en,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",/76twEOHXAM2oKnvZYBI5bP6GeDu.jpg,,"A story about family, first love, second chances and the moment in life that lead you back home.",Released,3.0132,7.2,3401
mov_tmdb_38778,38778,tt0427152,Q1226599,Dinner for Schmucks,114,en,"Rising executive Tim Conrad works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.",/eqCyt9ILsInMYPa2iveiINeVOJD.jpg,http://www.dinnerforschmucks.com/,Takes one to know one.,Released,3.4659,5.7,1946
mov_tmdb_38579,38579,tt1392197,Q48734,Marmaduke,88,en,"When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.",/wNNqAqvOn717AWBhBQskH2Lnzmz.jpg,http://www.themarmadukemovie.com/,Live large,Released,3.613,5.239,820
mov_tmdb_43593,43593,tt0464154,Q733995,Piranha 3D,88,en,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",/lMLS2OFBbNYMSB1ZbVp4q2S4zTU.jpg,http://www.piranha-3d.com,There's something in the water.,Released,5.7299,5.428,2412
mov_tmdb_36970,36970,tt0765128,Q597788,Oceans,104,en,"An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.",/kIT3G7QoV1vatMCL8TAA3xnkO2V.jpg,http://oceans-lefilm.com/,Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.,Released,1.1137,7.456,340
mov_tmdb_37056,37056,tt0892318,Q402818,Letters to Juliet,105,en,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",/y9DdvY1IRNS2hWLq161hmP2gXn.jpg,http://www.letterstojuliet-movie.com/,What if you had a second chance to find true love?,Released,4.2607,7.003,3023
mov_tmdb_12201,12201,tt1226273,Q760093,Edge of Darkness,117,en,"As a seasoned homicide detective, Thomas Craven has seen the bleakest side of humanity. But nothing prepares him for the toughest investigation of his life: the search for his only daughter Emma's killer. Now, he is on a personal mission to uncover the disturbing secrets surrounding her murder, including corporate corruption, government collusion and Emma's own mysterious life.",/pvHjp1vEFmp5FquSCPQ2O95tIZJ.jpg,,Some secrets take us to the edge.,Released,3.8586,6.436,1752
mov_tmdb_40264,40264,tt1666186,Q764472,Vampires Suck,82,en,"Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who treats her like a child. Meanwhile, Becca's friends contend with their own romantic issues – all of which collide at the prom.",/ksPKfoXovAiFnBktkCBefsRQ8a1.jpg,https://www.newregency.com/movies/vampires-suck,Some sagas just won't die.,Released,4.959,4.393,1406
mov_tmdb_22907,22907,tt1135084,Q727285,Takers,107,en,"A seasoned team of bank robbers, including Gordon Jennings, John Rahway, A.J., and brothers Jake and Jesse Attica successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost, a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer inches closer to apprehending the criminals.",/s2zx7JA87rkQcmsV40k0vbVJ6oh.jpg,http://www.whoarethetakers.com/,Who's Taking Who?,Released,3.0486,6.253,1401
mov_tmdb_34806,34806,tt1212436,Q908423,The Back-Up Plan,106,en,"When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.",/fB6PxwdydGzdq5jSWrxwSMEqSFs.jpg,,"Fall in love, get married, have a baby. Not necessarily in that order.",Released,3.1,6.118,1495
mov_tmdb_38234,38234,tt1156466,Q1092933,Undisputed III: Redemption,96,en,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",/g8KB77SPA7SyU8eid6TAEpt9skU.jpg,,One deadly tournament. Last fight for freedom.,Released,6.3856,7.579,1038
mov_tmdb_33217,33217,tt1196141,Q74671,Diary of a Wimpy Kid,92,en,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",/iLAGiPnSuODt9cn332bkFElrRig.jpg,http://www.fox.co.uk/diary-of-a-wimpy-kid,"It's not a diary, it's a movie.",Released,7.4839,6.284,1786
mov_tmdb_37735,37735,tt1282140,Q817266,Easy A,93,en,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",/v5f1qO6NJnxWgONgkYg21TW39DT.jpg,http://www.sonypictures.com/movies/easya,Let's not and say we did.,Released,6.1456,6.8,7417
mov_tmdb_38358,38358,tt1320244,Q549263,The Last Exorcism,87,en,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",/eOo9tgGjxdsQEgqc6g7E1NL8460.jpg,http://thelastexorcism.com/,Believe In Him.,Released,2.5941,5.7,1117
mov_tmdb_22894,22894,tt1038686,Q287960,Legion,100,en,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",/ykocDqwg5PRUopnBVb1x1DWnEJF.jpg,http://www.legionmovie.com,"When the last angel falls, the fight for mankind begins.",Released,5.0152,5.906,2895
mov_tmdb_27579,27579,tt1440728,Q1164740,The American,104,en,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",/5OEOsRaBsSxD0qBtAhus0iKDzr.jpg,https://www.focusfeatures.com/the_american,,Released,2.2697,6.0,1522
mov_tmdb_43539,43539,tt1458175,Q263930,The Next Three Days,133,en,"Life seems perfect for John Brennan until his wife, Lara, is arrested for a murder she says she didn’t commit. Three years into her sentence, John is struggling to hold his family together, raising their son and teaching at college while he pursues every means available to prove her innocence. With the rejection of their final appeal, Lara becomes suicidal and John decides there is only one possible, bearable solution: to break his wife out of prison.",/wBaRZ3aHa7qoYTSY0ONbXrXYk4B.jpg,,What if you had 72 hours to save everything you live for?,Released,3.2161,7.089,3124
mov_tmdb_42684,42684,tt1564585,Q1340087,Skyline,93,en,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",/7pdUFPw76zGwDKbNpXxJknh0YWB.jpg,http://www.iamrogue.com/skyline,Don't look up,Released,2.6491,5.064,1808
